dataset_id,title,organization,dataset_source,license_title,tags,formats,notes_snippet
f922be53-fdd6-483d-a4ee-a9612997d4f9,"Flood Impact assessment of the Capital city of Kathmandu, Bagmati Province, Nepal as of 30 September 2024",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,geodatabase;shp,"<strong>UNOSAT code: FL20240928NPL</strong> This map illustrates the floods using the Spot-6 image acquired on 30 September 2024 at 14:20 local time (08:35 UTC). Within the analysed area of about 450 km², a total of about 8 km² of land appears to be affected by flood waters. and about 4 km² of cropland seems to be inundated. Based on Worldpop spati…"
8a063208-722d-41c3-925d-fe234a5a6fda,Argentina - Science and Technology,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-argentina"">consolidated country dataset</a> on HDX. Technological innovation, often fueled by governments, drives industrial growth and helps raise living standards. D…"
a2237c26-863e-46b5-8863-e60cdbb1f47c,Vietnam - Education,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),education;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-vietnam"">consolidated country dataset</a> on HDX. Education is one of the most powerful instruments for reducing poverty and inequality and lays a foundation for susta…"
bff76cf0-7ab0-4a92-842d-1096ce3086d2,Sint Maarten (Dutch part) - Historical Health Indicators,World Health Organization,World Health Organization,Other,hxl;indicators,csv,"This dataset contains historical data from WHO's <a href=""https://www.who.int/gho/en/"">data portal</a>."
a6c018c9-d1fd-433c-a9a9-67c8d569a2e1,Ukraine: Baseline Population in Donetska and Luhanska Oblasts,OCHA Ukraine,OCHA Ukraine,Creative Commons Attribution International (CC BY),baseline population;gender and age disaggregated data-gadd;hxl;internally displaced persons-idp,xlsx,"Ukraine estimated baseline population data (residents and IDPs) in Donetska and Luhanska oblasts used in 2022 HNO with SAAD disaggregation at adm1, GCA/NGCA and zone (distance from contact line) level. Estimation is based on 2001 census."
2ce03da9-d574-41e6-b554-b3afeb2114e6,Czechia: IBTrACS Storm Tracks,HDX,National Oceanic and Atmospheric Administration (NOAA) / National Centers for Environmental Information (NCEI),Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),cyclones-hurricanes-typhoons;hxl,csv;geojson,"The International Best Track Archive for Climate Stewardship (IBTrACS) project is the most complete global collection of tropical cyclones available. It merges recent and historical tropical cyclone data from multiple agencies to create a unified, publicly available, best-track dataset that improves inter-agency comparisons. Fields available: SID: …"
5be2197a-bd1d-4591-b39f-be7b1558005b,United Kingdom of Great Britain and Northern Ireland - Population Counts,WorldPop,"WorldPop, University of Southampton, UK",Other,baseline population;geodata,geotiff,"<b>WorldPop produces different types of gridded population count datasets, depending on the methods used and end application. Please make sure you have read our <a href=""https://www.worldpop.org/methods/populations"">Mapping Populations</a> overview page before choosing and downloading a dataset.</b> Bespoke methods used to produce datasets for spec…"
53563626-105b-4eb5-94bc-e36207492215,GAR15 Global Exposure Dataset for Gambia,United Nations Office for Disaster Risk Reduction (UNDRR),UNISDR,Other,disaster risk reduction-drr;geodata;hazards and risk,shp,"The GAR15 global exposure database is based on a top-down approach where statistical information including socio-economic, building type, and capital stock at a national level are transposed onto the grids of 5x5 or 1x1 using geographic distribution of population data and gross domestic product (GDP) as proxies."
183d153e-1632-4b18-9e9c-2ce26ca8af47,"Landslides impact analysis in Melamchi Municipality, Bagmati province, Nepal as of 24 June 2021",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,geodatabase;shp,"<strong>UNOSAT code: FL20210630NPL</strong> This map illustrates satellite-detected flash floods and landslides in Melamchi village, Melamchi Municipality, Bagmati province, Nepal as observed using Sentinel-2 satellite imagery acquired on 24 June 2021. Within the analyzed area, approximately 150 structures appear to be potentially affected by the l…"
7d569e8a-11ba-470e-a837-53dc13b3ef2a,Zimbabwe - Population Counts,WorldPop,"WorldPop, University of Southampton, UK",Other,baseline population;geodata,geotiff,"<b>WorldPop produces different types of gridded population count datasets, depending on the methods used and end application. Please make sure you have read our <a href=""https://www.worldpop.org/methods/populations"">Mapping Populations</a> overview page before choosing and downloading a dataset.</b> Bespoke methods used to produce datasets for spec…"
081b803b-a1d0-48f4-b8f2-af27e17c3d1c,Kazakhstan - Public Sector,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-kazakhstan"">consolidated country dataset</a> on HDX. Effective governments improve people's standard of living by ensuring access to essential services – health, educa…"
da907f53-6c4d-42b1-be0d-aea294492dc0,Central African Republic - Conservation Series (Sout - West CAR),OCHA Central African Republic,"World Resources Institute (WRI), Projet d'Appui à la Réalisation des Plans d'Aménagement Forestiers (PARPAF) et au World Resources Institute pour les modifications apportées. ",Other,geodata,shp,"This GIS layer represents the forest series and was created by the project to support the achievement of forest management plans ( PARPAF ), from socio-economic studies and dendrometric inventories , to achieve different management series ( series production , conservation series , etc. ) . There are several types of sets: Production , Conservation…"
cdd62bd9-e442-4eac-9b44-cfee8bf79153,South Sudan - Subnational Administrative Boundaries,OCHA South Sudan,"South Sudan Information Management Working Group (IMWG), National Bureau of Statistics (NBS), International Organization for Migration (IOM) and OCHA",Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),administrative boundaries-divisions;gazetteer,emf;geodatabase;shp;xlsx,South Sudan administrative level 0-3 boundaries (COD-AB) dataset. These administrative boundaries were established in: 2020 NOTE: Ages disaggregated into only four cohorts. No COD-PS record for Abyei Region. See COD-PS caveat about data rounding. The geoservice layer and the pak_admbndl_admALL_ocha_itos_20230308 lines shapefile contains the followi…
553dd182-3b65-47f7-b3c0-b48dc8eb8d4b,Iraq: Population Density for 400m H3 Hexagons,Kontur,kontur,Creative Commons Attribution International (CC BY),baseline population;geodata;population,geopackage,"Iraq population density for 400m H3 hexagons. Built from <a href=""https://data.humdata.org/dataset/kontur-population-dataset"">Kontur Population: Global Population Density for 400m H3 Hexagons</a> Vector H3 hexagons with population counts at 400m resolution. Fixed up fusion of GHSL, Facebook, Microsoft Buildings, Copernicus Global Land Service Land …"
da99d14a-d290-4e29-85c2-5de20c61da15,Zambia Current Situation FEWS NET Acute Food Insecurity Classifications Data,FEWS NET,FEWS NET,Creative Commons Attribution International (CC BY),food security,csv;geojson;json;kml;xlsx,Zambia Current Situation FEWS NET Acute Food Insecurity Classifications Data from 2011
518f4881-adca-4d16-a4e8-f89165761eba,HDX HAPI Data for Türkiye,HDX Humanitarian API Data,"Armed Conflict Location & Event Data Project (ACLED), INFORM, OCHA Financial Tracking System (FTS), UNFPA, UNHCR - The UN Refugee Agency, WFP - World Food Programme",Other,baseline population;climate-weather;conflict-violence;economics;food security;funding;hazards and risk;indicators;markets;refugees;returnees,csv,"This dataset contains data obtained from the <a href=""https://hapi.humdata.org/"">HDX Humanitarian API</a> (HDX HAPI), which provides standardized humanitarian indicators designed for seamless interoperability from multiple sources. The data facilitates automated workflows and visualizations to support humanitarian decision making. For more informat…"
02d7d277-0934-4629-8b5b-187e041ee74b,Coastal proximity of populations in 22 Pacific Island Countries and Territories - Dataset - Fiji,Pacific Community,SPC Statistics for Development Division (SDD),Creative Commons Attribution International (CC BY),demographics;population,geojson;txt;zipped tif,"Spatial datasets utilized to conduct the spatial analysis and additional information from the research article: Coastal proximity of populations in 22 Pacific Island Countries and Territories. https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0223249 https://sdd.spc.int/mapping-coastal <em>Access this dataset from the <a href=""https…"
1ad1270c-f794-450c-8c05-3d56b271fb6c,"Egypt, Arab Rep. - Economic, Social, Environmental, Health, Education, Development and Energy",World Bank Group,World Bank,Creative Commons Attribution International (CC BY),agriculture-livestock;aid effectiveness;climate-weather;development;economics;education;energy;environment;facilities-infrastructure;gender;health;hxl;indicators;poverty;socioeconomics;trade,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a> covering the following topics which also exist as individual datasets on HDX: <a href=""https://data.humdata.org/dataset/world-bank-agriculture-and-rural-development-indicators-for-egypt-arab-rep"">Agriculture and Rural Development</a>, <a href=""https://data.humd…"
ea607346-1c3a-4d60-82ac-09a74ebc9f01,Oman - Health Indicators,World Health Organization,World Health Organization,Other,disability;disease;environment;health;hxl;indicators;malaria;maternity;mental health;nutrition;vaccination-immunization,csv,"This dataset contains data from WHO's <a href=""https://www.who.int/gho/en/"">data portal</a> covering the following categories: Adolescent, Ageing, Air pollution, Assistive technology, Child, Child mortality, Cross-cutting, Dementia diagnosis, treatment and care, Environment and health, Food safety, Global Dementia Observatory (GDO), Global Health E…"
1670ffae-2ff4-45a7-993d-98b250ea19c2,Afghanistan Current Situation FEWS NET Acute Food Insecurity Classifications Geographic Data for 2011,FEWS NET,FEWS NET,Creative Commons Attribution International (CC BY),food security;integrated food security phase classification-ipc,geojson;kml,The FEWS NET Data Warehouse is <strong>currently unavailable</strong>. Datasets on HDX that refer to the Data Warehouse have been archived. Afghanistan Current Situation FEWS NET Acute Food Insecurity Classifications Geographic data for 2011
54ad844d-855e-4fe2-885e-f669cb8951a5,Time series Evolution flood satellite detected waters 13 - 29 July 2018,United Nations Satellite Centre (UNOSAT),UNOSAT,Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,shp,"This analysis illustrates a time series analysis of the evolution of satellite-detected surface waters in Sanamxay district, Attapeu province, based on satellite data recorded on 13, 25 and 29 July 2018."
197b9c6b-cf5e-4e0c-b44d-2e31f8e12133,Marshall Islands - Public Sector,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-marshall-islands"">consolidated country dataset</a> on HDX. Effective governments improve people's standard of living by ensuring access to essential services – health,…"
0c0e0d65-16cc-4ef7-880c-85184448d548,"Geodata of Landslide induced dam over Tonzang Township, Chin Division, Myanmar",United Nations Satellite Centre (UNOSAT),UNOSAT,Other,flooding;geodata,shp,"This map illustrates satellite-detected waters over Tonzang township, Chin Division, Myanmar. UNITAR-UNOSAT analyzed imagery collected by the WorldView-2 satellite on 17 October 2015 to assess the status of a landslide induced dam in Tonzang township. Imagery shows that there has been an increase in the satellite detected waters in the area and a t…"
7a6ab2f6-7122-4956-83c6-f1808ebb86fb,"Gambia, The - Social Development",World Bank Group,World Bank,Creative Commons Attribution International (CC BY),development;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-gambia-the"">consolidated country dataset</a> on HDX. Data here cover child labor, gender issues, refugees, and asylum seekers. Children in many countries work long hou…"
1ac02382-a0b5-41fc-8f7e-c273cb334523,Côte d'Ivoire - Roads,OCHA West and Central Africa (ROWCA),Comité National de Télédétection et d'Information Géographique (CNTIG),Other,facilities-infrastructure;geodata;transportation,shp,Réseau routier principal Ces fichiers représentent les principales routes de la Côte d'voire. Ces fichiers ont été mise à jour par le CNTIG.
beb71d8f-7ff6-438f-ac9d-5ad996e3bda4,Nepal - CRS aid data - 2012,OpenNepal (inactive),OpenNepal,Open Database License (ODC-ODbL),funding,csv,The dataset consists of 2478 projects (implemented in Nepal) downloaded from OECD CRS.
5813a591-0fdd-4d8d-8062-ff76701dcf92,Sri Lanka - Population Density,WorldPop,"WorldPop, University of Southampton, UK",Other,baseline population;geodata,geotiff,"<b>WorldPop produces different types of gridded population count datasets, depending on the methods used and end application. Please make sure you have read our <a href=""https://www.worldpop.org/methods/populations"">Mapping Populations</a> overview page before choosing and downloading a dataset.</b> Datasets are available to download in Geotiff and…"
67749f3d-154b-4632-ab36-dcfe41d77596,Djibouti - IFRC Appeals,International Federation of Red Cross and Red Crescent Societies (IFRC),IFRC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),funding;hxl,csv,"The International Federation of Red Cross and Red Crescent Societies (IFRC) is the world’s largest humanitarian network. Our secretariat supports local Red Cross and Red Crescent action in more than 192 countries, bringing together almost 15 million volunteers for the good of humanity. We launch Emergency Appeals for big and complex disasters affec…"
f7fddb06-32b2-48e3-907d-05aac12aff06,Honduras - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),displacement;internally displaced persons-idp,csv,"<strong>Resource has no data rows!</strong> No conflict and disaster population movement (flows) data recorded for Honduras in the last 180 days. The <strong>IDU (Internal Displacement Updates) dataset</strong>, provided by the <a href=""https://www.internal-displacement.org/"">Internal Displacement Monitoring Centre (IDMC)</a>, offers timely event d…"
b445e24c-2a33-49e4-af11-9c87f19a53fd,Australia - Internal Displacements (New Displacements) – IDPs,Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),displacement;hxl;internally displaced persons-idp;natural disasters,csv,"The <a href=""http://www.internal-displacement.org/database/displacement-data"">Global Internal Displacement Database (GIDD)</a>, maintained by the <a href=""https://www.internal-displacement.org/"">Internal Displacement Monitoring Centre (IDMC)</a>, provides comprehensive, validated annual estimates of internal displacement worldwide. It defines inter…"
4f53b4b5-8461-4395-8ebc-23f85e3493d4,Bhutan - Financial Sector,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-bhutan"">consolidated country dataset</a> on HDX. An economy's financial markets are critical to its overall development. Banking systems and stock markets enhance grow…"
c84fcf30-2c67-4744-b111-35c29a4651a9,Sao Tome and Principe: Level 1 Exposure Data,Global Earthquake Model Foundation,METEOR Project,Other,disaster risk reduction-drr;hazards and risk,csv,"This data was developed as part of the Modelling Exposure Through Earth Observation Routines (METEOR) project and is a Level 1, or a global-quality exposure data set. Minimal country-specific data was collected. The data is intended for CAT modeling and loss estimation. Repurposing this data for any reason other than assessing risk is not recommend…"
30f7dc7b-2f05-4c80-b9a5-1aa8abe8d72b,Albania: Daily Port Activity Data and Shipment Estimates,PortWatch,UN Global Platform; IMF PortWatch,Other,ports;trade,csv,"Daily count of port calls, estimates of incoming shipment volumes and outgoing shipment volumes (in metric tons) for ports in Albania."
d3c858c6-cf2e-4416-b7ef-d12ee474d958,Chad Near Term Projection  FEWS NET Acute Food Insecurity Classifications Geographic Data for 2017,FEWS NET,FEWS NET,Creative Commons Attribution International (CC BY),food security;integrated food security phase classification-ipc,geojson;kml,The FEWS NET Data Warehouse is <strong>currently unavailable</strong>. Datasets on HDX that refer to the Data Warehouse have been archived. Chad Near Term Projection FEWS NET Acute Food Insecurity Classifications Geographic data for 2017
d5da8111-8c4d-422c-a245-0221aef63a38,Lebanon: Operational Presence,OCHA Lebanon,Humanitarian partners,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),crisis-lebanon-hostilities;hxl;operational presence;who is doing what and where-3w-4w-5w,csv;xlsx,The Who does What Where (3W) is a core humanitarian coordination dataset. It is critical to know where humanitarian organizations are working and what they are doing in order to identify gaps and plan for future humanitarian response. This dataset includes a list of humanitarian organizations operating in Lebanon at administrative level 2.
af20ac57-ab6d-4767-b1ae-9bac5bb84f51,Isle of Man - Conflict Events,Armed Conflict Location & Event Data Project (ACLED),Armed Conflict Location & Event Data Project (ACLED),Other,conflict-violence,xlsx,"A weekly dataset providing the total number of reported political violence, civilian-targeting, and demonstration events in Isle of Man. Note: These are aggregated data files organized by country-year and country-month. To access full event data, please <a href=""https://acleddata.com/register/"">register</a> to use the <a href=""https://acleddata.com…"
5a0699e3-fa9f-4f51-8a73-2e8a70236870,"Uruguay - Protection Monitoring, 2020",UNHCR - The UN Refugee Agency,UNHCR,Other,education;health;livelihoods;protection,pdf;web app,"The size of the outflows from Venezuela sharply increased from some 700,000 in 2015 to over 4 million by June 2019, largely driven by a substantial deterioration of the situation in the country. Given the disruption of the functioning of some democratic institutions and rule of law, and its impact on the preservation of security, economic stability…"
af3c2c07-6e81-4290-afa9-60f003ea13ef,"Nepal - Poverty Rates on District Level, 2001-2011",OpenNepal (inactive),OpenNepal,Open Database License (ODC-ODbL),poverty,csv,"""This dataset presents district level estimates of twelve different measures of poverty, calorie intake and malnutrition for 2011 and 2001. The dataset is extracted from https://github.com/prabhasp/NepalMaps/tree/gh-pages/Poverty. The data has been mapped to the districts of nepal at http://prabhasp.github.io/NepalMaps/Poverty/ by Prabhas Pokharel …"
966d0841-c826-429f-b637-0f8ed043e9c7,New Caledonia: WOF Administrative Subdivisions and Human Settlements,Who's On First,Multiple sources,Creative Commons Attribution International (CC BY),administrative boundaries-divisions;geodata;populated places-settlements;population,shp,"This dataset contains administrative polygons grouped by country (admin-0) with the following subdivisions according to Who's On First placetypes: - macroregion (admin-1 including region) - region (admin-2 including state, province, department, governorate) - macrocounty (admin-3 including arrondissement) - county (admin-4 including prefecture, sub…"
469fbe3d-3a49-4189-8a60-2b95624536fc,Peace and Security Pillar: Police Personnel in Missions,United Nations Peace and Security Data Hub,Peace and Security Pillar,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),complex emergency-conflict-security;gender;governance and civil society;peacekeeping,csv,Summary of total contributions of formed police units and individual police by Member States to UN Missions broken down by gender. UN police personnel are contributed to serve under the blue flag from over 100 countries to carry out the mandates defined by the Security Council.
234367e0-f43b-44d1-8a49-707f7a472a00,Ecuador: Arrivals of Ecuadorians and foreigners in Quito according to age,Hub Latin America,Instituto de Geografia – USFQ and U.S Department of State,Creative Commons Attribution Share-Alike (CC BY-SA),transportation,shp,"Arrivals of Ecuadorians and foreigners, according to age nationwide"
24144abc-c60c-4bdd-b123-2bb08f184765,Perceptions and impact of Coronavirus in Sub-Saharan African countries,"Mobile Accord, Inc. (GeoPoll)",GeoPoll,Creative Commons Attribution International (CC BY),covid-19;epidemics-outbreaks;health,xlsx,"This data and report examine perceptions and the impact of COVID-19 in 12 countries throughout sub-Saharan Africa. Topics covered include greatest concerns surrounding coronavirus, preventative measures being taken, changes in food market operability and food security, consumer behavior changes, and trust in governments to prevent the spread of cor…"
f4a18318-05a5-4984-bf46-dd21db004661,Cuba - Climate Change,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),climate-weather;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-cuba"">consolidated country dataset</a> on HDX. Climate change is expected to hit developing countries the hardest. Its effects—higher temperatures, changes in precipit…"
9fb09c35-2c8c-4334-8039-1d6908b9be01,El Salvador - Subnational Administrative Boundaries,geoBoundaries,Open Street MapOpen Street MapgeoBoundaries,Open Database License (ODC-ODbL),administrative boundaries-divisions;gazetteer;geodata,geojson;shp,"This dataset contains the following administrative boundaries: ADM0, ADM1, ADM2. Produced and maintained since 2017, the geoBoundaries Global Database of Political Administrative Boundaries Database <a href=""https://www.geoboundaries.org"">www.geoboundaries.org</a> is an open license, standardized resource of boundaries (i.e., state, county) for eve…"
82eb33ac-205b-4a59-9b63-8f4954c2bb35,Botswana - Health Indicators,World Health Organization,World Health Organization,Other,disability;disease;environment;health;hxl;indicators;malaria;maternity;mental health;nutrition;vaccination-immunization;women,csv,"This dataset contains data from WHO's <a href=""https://www.who.int/gho/en/"">data portal</a> covering the following categories: Air pollution, Antimicrobial resistance (AMR), Assistive technology, Child mortality, Dementia diagnosis, treatment and care, Dementia policy and legislation, Environment and health, Foodborne Diseases Estimates, Global Dem…"
9ca4a2df-49aa-4902-9c71-07a155aaf1fe,Monaco - Health,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),health;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-monaco"">consolidated country dataset</a> on HDX. Improving health is central to the Millennium Development Goals, and the public sector is the main provider of health …"
97a1953d-50ef-4e66-b7cf-fd4331e947ad,Republic of Korea - Data on forcibly displaced populations and stateless persons,UNHCR - The UN Refugee Agency,UNHCR,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),asylum seekers;hxl;internally displaced persons-idp;population;refugees;stateless persons,csv,"Data collated by UNHCR, containing information about forcibly displaced populations and stateless persons, spanning across more than 70 years of statistical activities. The data includes the countries / territories of asylum and origin. Specific resources are available for end-year population totals, demographics, asylum applications, decisions, an…"
ace09fdf-a91c-4d09-bc3a-1bc7f584f379,Tunisia - Health Indicators,World Health Organization,World Health Organization,Other,disability;disease;environment;health;hxl;indicators;maternity;mental health;nutrition;vaccination-immunization;women,csv,"This dataset contains data from WHO's <a href=""https://www.who.int/gho/en/"">data portal</a> covering the following categories: Air pollution, Antimicrobial resistance (AMR), Assistive technology, Child mortality, Dementia diagnosis, treatment and care, Dementia policy and legislation, Environment and health, Foodborne Diseases Estimates, Global Dem…"
149af526-3ec6-41c6-83a1-20c75a92d1ce,Labour force unemployment rate,UNICEF Data and Analytics (HQ),"The indicator data draw on inter-agency estimates and nationally representative household surveys such as Multiple Indicator Cluster Surveys (MICS) and Demographic and Health Surveys (DHS). In addition, data from administrative sources and other United Nations organizations have been used. More detailed information on the data sources is provided at https://data.unicef.org/.",CC BY 3.0 IGO,children;employment;gender;indicators;men,csv;xml,The percentage of persons in the labour force who are unemployed
f9d61612-2de4-4617-93ff-8783ccf7cb6d,Syria Market Monitoring Exercise- August 2015,REACH Initiative,REACH Initiative,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),conflict-violence;food security;markets,xlsx,"The market monitoring system was developed by the Cash-Based Responses Technical Working Group and REACH Turkey, after the CBR – TWG identified that monitoring markets on a regular basis in Syria was key to understand how markets function and cope with the challenges brought by the conflict, as well as with rough climate conditions. The market moni…"
f2cee27f-57cb-48f7-b375-cdc99967f70b,"Landslide analysis in Umzumbe & Ray Nkonyeni local municipality, Ugu District, South Africa as of 21 April 2022",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,geodatabase;shp,"<strong>UNOSAT code: FL20220418ZAF</strong> This map illustrates satellite-detected landslides/mudflow in Umzumbe &amp; Ray Nkonyeni Local Municipalities, Ugu District, KwaZulu-Natal Province, South Africa as observed from a Kompsat-3 image acquired on 21 April 2022. Within the analyzed area, 75 ha of landslide scars were observed. Based on Worldpo…"
f01f1c53-4e69-4d2d-8ffc-f3d290dca513,Belarus - Current IATI Aid Activities,International Aid Transparency Initiative,Various IATI reporting organisations,Other,funding;hxl;who is doing what and where-3w-4w-5w,csv,"List of active aid activities shared via the International Aid Transparency Initiative (IATI). Includes both humanitarian and development activities. More information on each activity (including financial data) is available from <a href=""http://www.d-portal.org"">http://www.d-portal.org</a>"
24b13a95-5df5-4419-8fca-d9e842604655,Saint Kitts and Nevis - IFRC Appeals,International Federation of Red Cross and Red Crescent Societies (IFRC),IFRC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),funding;hxl,csv,"The International Federation of Red Cross and Red Crescent Societies (IFRC) is the world’s largest humanitarian network. Our secretariat supports local Red Cross and Red Crescent action in more than 192 countries, bringing together almost 15 million volunteers for the good of humanity. We launch Emergency Appeals for big and complex disasters affec…"
17094b98-a269-49bf-b97d-06b948bda492,Tokelau: Copernicus Vegetation Index Anomaly (FAPAR Anomaly),Copernicus,"European Commission, Joint Research Centre (JRC)",Creative Commons Attribution International (CC BY),drought;environment,geotiff,Fraction of Absorbed Photosynthetically Active Radiation (FAPAR) is a biophysical dimensionless quantity (its values range from 0/no absorption to 1/total absorption) used to assess the greenness and health of vegetation. FAPAR anomalies can be used as an indicator to detect and monitor the impacts of agricultural drought on the growth and producti…
951cb995-4723-40da-ad69-244f4a52bdf4,Guinea - Population Counts,WorldPop,"WorldPop, University of Southampton, UK",Other,baseline population;geodata,geotiff,"<b>WorldPop produces different types of gridded population count datasets, depending on the methods used and end application. Please make sure you have read our <a href=""https://www.worldpop.org/methods/populations"">Mapping Populations</a> overview page before choosing and downloading a dataset.</b> Bespoke methods used to produce datasets for spec…"
7dc42abd-3d78-440f-b6bc-c9d1f797463a,"Mali - Economic, Social, Environmental, Health, Education, Development and Energy",World Bank Group,World Bank,Creative Commons Attribution International (CC BY),agriculture-livestock;aid effectiveness;climate-weather;development;economics;education;energy;environment;facilities-infrastructure;gender;health;hxl;indicators;poverty;socioeconomics;sustainable development goals-sdg;trade,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a> covering the following topics which also exist as individual datasets on HDX: <a href=""https://data.humdata.org/dataset/world-bank-agriculture-and-rural-development-indicators-for-mali"">Agriculture and Rural Development</a>, <a href=""https://data.humdata.org/da…"
28834e6c-8176-4c39-a2af-9a47d88fcd5b,Niger - Internal Displacements (New Displacements) – IDPs,Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),conflict-violence;displacement;hxl;internally displaced persons-idp;natural disasters,csv,"The <a href=""http://www.internal-displacement.org/database/displacement-data"">Global Internal Displacement Database (GIDD)</a>, maintained by the <a href=""https://www.internal-displacement.org/"">Internal Displacement Monitoring Centre (IDMC)</a>, provides comprehensive, validated annual estimates of internal displacement worldwide. It defines inter…"
5c371e49-319f-4aeb-9716-932b1a6836b7,Zambia - Public Sector,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-zambia"">consolidated country dataset</a> on HDX. Effective governments improve people's standard of living by ensuring access to essential services – health, education…"
4702c45e-cd9e-4e85-aab3-ef506a946a10,Eritrea - Food Prices,WFP - World Food Programme,"FPMA, OCHA Eritrea and WFP from August  2008 via FAO: GIEWS, OCHA Eritrea and WFP from November via FAO: GIEWS",Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),economics;food security;hxl;indicators;markets,csv,"This dataset contains Food Prices data for Eritrea, sourced from the World Food Programme Price Database. The World Food Programme Price Database covers foods such as maize, rice, beans, fish, and sugar for 98 countries and some 3000 markets. It is updated weekly but contains to a large extent monthly data. The data goes back as far as 1992 for a f…"
46920e53-30db-43c4-aabf-978cbb5baf38,"Damage assessment around the chemical factory, Samut Prakan Province, Thailand",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),geodata,geodatabase;shp,"<strong>UNOSAT code: AC20210705THA</strong> This map illustrates the damage assessment after the blast of the 5th July 2021 in Bang Phli Yai sub-district, Bang Phli district, Samut Prakan province, Thailand. UNITAR - UNOSAT identified 328 potentially damaged structures of which 13 are destroyed and 315 are severely or moderately damaged. This is a …"
c74f5860-0ce3-497f-9ab7-49c4004da8d8,Malaysia - Trade,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),hxl;indicators;trade,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-malaysia"">consolidated country dataset</a> on HDX. Trade is a key means to fight poverty and achieve the Millennium Development Goals, specifically by improving develo…"
